Name,Right Ascension,Declination,Apparent Magnitude,Constellation
Alpha Vulpeculae,19h 28m 42.41s,+24° 39′ 54.6″,4.44,Vulpecula
15 Vulpeculae,20h 01m 06.01s,+27° 45′ 12.8″,4.66,Vulpecula
