Name,Right Ascension,Declination,Apparent Magnitude,Constellation

Alpha Arae,17h 31m 50.52s,-49° 52′ 33.5″,2.84,Ara
Theta Arae,18h 06m 37.88s,-50° 05′ 29.2″,3.65,Ara
Beta Arae,17h 25m 18.00s,-55° 31′ 47.4″,2.84,Ara
Gamma Arae,17h 25m 23.66s,-56° 22′ 39.7″,3.31,Ara
Delta Arae,17h 31m 05.98s,-60° 41′ 01.0″,3.6,Ara
Eta Arae,16h 49m 47.11s,-59° 02′ 28.7″,3.77,Ara
Zeta Arae,16h 58m 37.23s,-55° 59′ 24.2″,3.12,Ara
