Name,Right Ascension,Declination,Apparent Magnitude,Constellation
Alpha Antliae,10h 27m 09.16s,-31° 04′ 04.1″,4.28,Antlia
Eta Antliae,09h 58m 52.34s,-35° 53′ 27.4″,5.23,Antlia
