Name1,Right Ascension1,Declination1,Apparent Magnitude1,Constellation1,Name2,Right Ascension2,Declination2,Apparent Magnitude2,Constellation2,linestyle,color,width,alpha

Beta Scuti,18h 47m 10.48s,-04° 44′ 52.2″,4.22,Scutum,Alpha Scuti,18h 35m 12.44s,-08° 14′ 35.9″,3.85,Scutum,-,grey,1,0.5
Alpha Scuti,18h 35m 12.44s,-08° 14′ 35.9″,3.85,Scutum,Gamma Scuti,18h 29m 11.85s,-14° 33′ 56.9″,4.67,Scutum,-,grey,1,0.5
Gamma Scuti,18h 29m 11.85s,-14° 33′ 56.9″,4.67,Scutum,HD 175156,18h 54m 43.12s,-15° 36′ 10.9″,5.08,Scutum,-,grey,1,0.5
HD 175156,18h 54m 43.12s,-15° 36′ 10.9″,5.08,Scutum,Beta Scuti,18h 47m 10.48s,-04° 44′ 52.2″,4.22,Scutum,-,grey,1,0.5
