Name,Right Ascension,Declination,Apparent Magnitude,Constellation

Alpha Tucanae,22h 18m 30.18s,-60° 15′ 34.2″,2.87,Tucana

Gamma Tucanae,23h 17m 25.81s,-58° 14′ 09.3″,3.99,Tucana
Epsilon Tucanae,23h 59m 54.91s,-65° 34′ 37.5″,4.49,Tucana
Zeta Tucanae,00h 20m 01.91s,-64° 52′ 39.4″,4.23,Tucana
Beta Tucanae,00h 31m 32.56s,-62° 57′ 29.1″,4.34,Tucana
Beta Tucanae,00h 31m 33.36s,-62° 57′ 55.6″,4.51,Tucana
Beta Tucanae,00h 32m 43.79s,-63° 01′ 53.0″,5.09,Tucana
