Name,Right Ascension,Declination,Apparent Magnitude,Constellation
Capella (star),05h 16m 41.30s,+45° 59′ 56.5″,0.08,Auriga
Zeta Aurigae,05h 02m 28.68s,+41° 04′ 33.2″,3.69,Auriga
Iota Aurigae,04h 56m 59.62s,+33° 09′ 58.1″,2.69,Auriga
Theta Aurigae,05h 59m 43.24s,+37° 12′ 46.0″,2.62,Auriga
Beta Aurigae,05h 59m 31.77s,+44° 56′ 50.8″,1.9,Auriga
Eta Aurigae,05h 06m 30.87s,+41° 14′ 04.7″,3.18,Auriga
