Name,Right Ascension,Declination,Apparent Magnitude,Constellation

Alpha Horologii,04h 14m 00.08s,-42° 17′ 37.9″,3.85,Horologium
Zeta Horologii,02h 40m 39.58s,-54° 32′ 59.7″,5.21,Horologium
Mu Horologii,03h 03m 36.90s,-59° 44′ 15.4″,5.12,Horologium

